id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
11	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
12	IPR008591|IPR039551|IPR000308|IPR000375|IPR040024|IPR003103|IPR023410|IPR041294	IPR039495|IPR000949|IPR026791|IPR050928|IPR024610|IPR001837|-|IPR055285	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	GINS complex subunit Sld5|Choline/carnitine acyltransferase domain|14-3-3 protein|Dynamin stalk domain|Protein phosphatase 1 regulatory subunit 21|BAG domain|14-3-3 domain|Ankyrin ubiquitin-binding domain	TATA box-binding protein-associated factor RNA polymerase I subunit A|ELM2 domain|Dedicator of cytokinesis|ATP-dependent Zinc Metalloprotease|Inhibitor of growth protein, N-terminal histone-binding|Adenylate cyclase-associated CAP|-|Ankyrin repeat domain-containing protein 13, C-terminal	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
13	IPR008591|IPR039551|IPR000308|IPR000375|IPR040024|IPR003103|IPR023410|IPR041294	IPR039495|IPR000949|IPR026791|IPR050928|IPR024610|IPR001837|-|IPR055285	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	GINS complex subunit Sld5|Choline/carnitine acyltransferase domain|14-3-3 protein|Dynamin stalk domain|Protein phosphatase 1 regulatory subunit 21|BAG domain|14-3-3 domain|Ankyrin ubiquitin-binding domain	TATA box-binding protein-associated factor RNA polymerase I subunit A|ELM2 domain|Dedicator of cytokinesis|ATP-dependent Zinc Metalloprotease|Inhibitor of growth protein, N-terminal histone-binding|Adenylate cyclase-associated CAP|-|Ankyrin repeat domain-containing protein 13, C-terminal	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
14	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR004344|-|IPR051437|IPR001192|IPR037446|IPR022684|IPR001312|IPR046985	IPR015359|IPR019412|IPR005615|IPR002048|IPR039663|IPR002110|IPR054069|IPR004567	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	Tubulin-tyrosine ligase/Tubulin polyglutamylase|-|Tubulin tyrosine ligase-like monoglycylase|Phosphoinositide phospholipase C family|Histidine acid phosphatase, VIP1 family|Peptidase C2, calpain family|Hexokinase|Inositol 5-phosphatase	Phosphoinositide-specific phospholipase C, EF-hand-like domain|Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39|Glutathione synthase|EF-hand domain|AIP/AIPL1/TTC9|Ankyrin repeat|Calpain-3/13-like, C-terminal EF-hand|Type II pantothenate kinase
15	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
16	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
17	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
18	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
19	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
20	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
21	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
22	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
23	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
24	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
25	IPR007311|IPR016720|IPR025958|-|IPR015925|IPR007143|IPR029370|IPR040176	IPR019395|IPR052771|IPR013874|IPR012582|IPR039662|IPR037608|IPR051851|IPR029425	IPR001870|IPR003877|IPR050618|IPR037353|IPR045129|IPR050603|IPR051165|IPR022684	IPR050390|-|IPR045318|IPR051437|IPR040552|IPR025069|IPR037869|IPR015047	ST7|Phosphatidate cytidylyltransferase, eukaryota|SID1 transmembrane family|-|Ryanodine/Inositol 1,4,5-trisphosphate receptor|Vacuolar protein sorting-associated Vps28|TMEM117 protein|RING finger protein RNF121/RNF175	Transmembrane protein 161A/B|Neurotrophin-activated signaling adaptor|Cdc37, Hsp90 binding|DNA-dependent protein kinase catalytic subunit, CC3|Cohesin subunit Scc3/SA|Stromal interaction molecule|EFR3 Homologs|Protein MMS22-like, N-terminal	B30.2/SPRY domain|SPRY domain|Ubiquitination and Signaling Pathway Regulator|Histone methyltransferase complex subunit ASH2|E3 ubiquitin-protein ligase RNF123/RSPRY1-like|MYST family histone acetyltransferases|Multifunctional Ankyrin Repeat Domain-Containing Protein|Peptidase C2, calpain family	DNA Cytosine-5 Methyltransferase|-|Histone-lysine N-methyltransferase EZH1/2-like|Tubulin tyrosine ligase-like monoglycylase|DNMT3, cysteine rich ADD domain, GATA1-like zinc finger|Cleavage and polyadenylation specificity factor 2, C-terminal|Spp1/CFP1|Synaptojanin-1/2, RNA recognition motif
26	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
27	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
28	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
29	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR026737|IPR050998|IPR000354|IPR049147|IPR009443|IPR048452|IPR025799	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Involucrin repeat|FAM186A, PQQAQ repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Protein arginine N-methyltransferase	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B
