id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
11	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
12	IPR032282|IPR001111|IPR039742|IPR045349|IPR050734|IPR012981|IPR050657|IPR015040	IPR000101|-|IPR050131|IPR039373|IPR015510|IPR050473|IPR050281|IPR050819	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Hydroxyacylglutathione hydrolase, C-terminal domain|TGF-beta, propeptide|Protein Shq1|SLC41A divalent cation transporter|PIH1 family, Kintoun subfamily|PIH1, N-terminal|Ankyrin repeat domain-containing protein|Bcl-x interacting, BH3 domain	Gamma-glutamyltranspeptidase|-|Subtilisin-like serine protease|Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like|Peptidoglycan recognition protein|Alpha-2-macroglobulin/Complement system|Flavin monoamine oxidase and related enzymes|Tripeptidyl-peptidase I and related peptidases	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
13	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR006597|IPR050449|IPR001680|IPR000225|IPR045227|IPR015812|IPR006624|IPR002048	IPR050122|IPR051568|-|IPR050971|IPR039808|IPR045055|IPR051566|IPR050467	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Sel1-like repeat|Ephrin receptor tyrosine kinases|WD40 repeat|Armadillo|WD repeat-containing protein WDR18/Ipi3/RID3|Integrin beta subunit|Beta-propeller repeat TECPR|EF-hand domain	Receptor Tyrosine Kinase|LZTR1/Attractin|-|Cadherin domain-containing protein|Cadherin|DNA2/NAM7-like helicase|Connector enhancer of kinase suppressor of Ras|Leucine-rich repeat and fibronectin type-III domain-containing
14	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR006597|IPR050449|IPR001680|IPR000225|IPR045227|IPR015812|IPR006624|IPR002048	IPR050122|IPR051568|-|IPR050971|IPR039808|IPR045055|IPR051566|IPR050467	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Sel1-like repeat|Ephrin receptor tyrosine kinases|WD40 repeat|Armadillo|WD repeat-containing protein WDR18/Ipi3/RID3|Integrin beta subunit|Beta-propeller repeat TECPR|EF-hand domain	Receptor Tyrosine Kinase|LZTR1/Attractin|-|Cadherin domain-containing protein|Cadherin|DNA2/NAM7-like helicase|Connector enhancer of kinase suppressor of Ras|Leucine-rich repeat and fibronectin type-III domain-containing
15	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR006597|IPR050449|IPR001680|IPR000225|IPR045227|IPR015812|IPR006624|IPR002048	IPR050122|IPR051568|-|IPR050971|IPR039808|IPR045055|IPR051566|IPR050467	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Sel1-like repeat|Ephrin receptor tyrosine kinases|WD40 repeat|Armadillo|WD repeat-containing protein WDR18/Ipi3/RID3|Integrin beta subunit|Beta-propeller repeat TECPR|EF-hand domain	Receptor Tyrosine Kinase|LZTR1/Attractin|-|Cadherin domain-containing protein|Cadherin|DNA2/NAM7-like helicase|Connector enhancer of kinase suppressor of Ras|Leucine-rich repeat and fibronectin type-III domain-containing
16	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR024785|IPR042191|IPR042351|IPR042361|IPR026678|IPR025892|IPR032444|IPR041179	IPR001192|IPR039360|IPR015433|IPR008937|IPR039164|IPR050927|IPR050839|IPR037721	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Transducer of regulated CREB activity, C-terminal|GS homeobox 1/2|Uncharacterized protein C3orf18-like|Z-DNA-binding protein 1|INO80 complex subunit E|Developmental pluripotency-associated protein 2/4, central domain|Keratin type II head|Centrosomal protein C10orf90, N-terminal	Phosphoinositide phospholipase C family|Ras GTPase-activating protein|Phosphatidylinositol kinase|Ras-like guanine nucleotide exchange factor|E3 ubiquitin-protein ligase UBR1-like|Transient receptor potential cation channel M|Rho-associated Serine/Threonine Kinase|Ferlin family
17	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR024785|IPR042191|IPR042351|IPR042361|IPR026678|IPR025892|IPR032444|IPR041179	IPR001192|IPR039360|IPR015433|IPR008937|IPR039164|IPR050927|IPR050839|IPR037721	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Transducer of regulated CREB activity, C-terminal|GS homeobox 1/2|Uncharacterized protein C3orf18-like|Z-DNA-binding protein 1|INO80 complex subunit E|Developmental pluripotency-associated protein 2/4, central domain|Keratin type II head|Centrosomal protein C10orf90, N-terminal	Phosphoinositide phospholipase C family|Ras GTPase-activating protein|Phosphatidylinositol kinase|Ras-like guanine nucleotide exchange factor|E3 ubiquitin-protein ligase UBR1-like|Transient receptor potential cation channel M|Rho-associated Serine/Threonine Kinase|Ferlin family
18	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR001192|IPR039360|-|IPR015433|IPR050927|IPR051484|IPR052607|IPR037721	IPR049144|IPR056530|IPR045004|IPR032259|IPR048630|IPR046773|IPR028233|IPR045810	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Phosphoinositide phospholipase C family|Ras GTPase-activating protein|-|Phosphatidylinositol kinase|Transient receptor potential cation channel M|Tensin Phosphatase|Centrosomal protein 104 kDa-like|Ferlin family	FAM186A/B, N-terminal|E3 ubiquitin-protein ligase UBR4-like domain|Enoyl-CoA hydratase/isomerase domain|Enoyl-CoA hydratase/isomerase, HIBYL-CoA-H type|Exocyst complex component Sec8, middle helical bundle|DOCKER, Lobe C|Cilia BBSome complex subunit 10|eIF3h, C-terminal
19	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
20	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR042496|IPR000834|IPR046800|IPR007677|-|IPR025884|IPR001909|IPR050169	IPR050927|IPR045221|IPR004481|IPR038900|IPR015449|IPR003020|IPR002153|IPR009637	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Cell growth regulator with RING finger domain protein 1|Peptidase M14, carboxypeptidase A|Plexin, cytoplasmic RhoGTPase-binding domain|Gasdermin|-|Methyl-CpG binding protein 2/3, C-terminal domain|Krueppel-associated box|Krueppel C2H2-type zinc-finger	Transient receptor potential cation channel M|Sphingomyelin synthase-like|Sodium/potassium/calcium exchanger|Transmembrane channel-like protein|Potassium channel, calcium-activated, SK|Bicarbonate transporter, eukaryotic|Transient receptor potential channel, canonical|Transmembrane protein GPR107/GPR108-like
21	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR042496|IPR000834|IPR046800|IPR007677|-|IPR025884|IPR001909|IPR050169	IPR050927|IPR045221|IPR004481|IPR038900|IPR015449|IPR003020|IPR002153|IPR009637	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Cell growth regulator with RING finger domain protein 1|Peptidase M14, carboxypeptidase A|Plexin, cytoplasmic RhoGTPase-binding domain|Gasdermin|-|Methyl-CpG binding protein 2/3, C-terminal domain|Krueppel-associated box|Krueppel C2H2-type zinc-finger	Transient receptor potential cation channel M|Sphingomyelin synthase-like|Sodium/potassium/calcium exchanger|Transmembrane channel-like protein|Potassium channel, calcium-activated, SK|Bicarbonate transporter, eukaryotic|Transient receptor potential channel, canonical|Transmembrane protein GPR107/GPR108-like
22	IPR012510|IPR013087|IPR014836|IPR001442|IPR000225|IPR051418|IPR019517|IPR024131	IPR050589|IPR028440|-|IPR050998|IPR051356|IPR051971|IPR051574|IPR040436	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Actin-binding, Xin repeat|Zinc finger C2H2-type|Integrin beta subunit, cytoplasmic domain|Collagen IV, non-collagenous|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Integrin binding protein, ICAP-1|Uncharacterised protein family UPF0489	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Forkhead box protein P|SOX/SOX-like transcription factors|E3 ubiquitin-protein ligase PDZ domain-containing protein|Zinc finger E-box-binding homeobox|Protein disconnected-like	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
23	IPR012510|IPR013087|IPR014836|IPR001442|IPR000225|IPR051418|IPR019517|IPR024131	IPR050589|IPR028440|-|IPR050998|IPR051356|IPR051971|IPR051574|IPR040436	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Actin-binding, Xin repeat|Zinc finger C2H2-type|Integrin beta subunit, cytoplasmic domain|Collagen IV, non-collagenous|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Integrin binding protein, ICAP-1|Uncharacterised protein family UPF0489	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Forkhead box protein P|SOX/SOX-like transcription factors|E3 ubiquitin-protein ligase PDZ domain-containing protein|Zinc finger E-box-binding homeobox|Protein disconnected-like	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
24	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
25	IPR012510|IPR013087|IPR014836|IPR001442|IPR000225|IPR051418|IPR019517|IPR024131	IPR050589|IPR028440|-|IPR050998|IPR051356|IPR051971|IPR051574|IPR040436	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Actin-binding, Xin repeat|Zinc finger C2H2-type|Integrin beta subunit, cytoplasmic domain|Collagen IV, non-collagenous|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Integrin binding protein, ICAP-1|Uncharacterised protein family UPF0489	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Forkhead box protein P|SOX/SOX-like transcription factors|E3 ubiquitin-protein ligase PDZ domain-containing protein|Zinc finger E-box-binding homeobox|Protein disconnected-like	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
26	IPR012510|IPR013087|IPR014836|IPR001442|IPR000225|IPR051418|IPR019517|IPR024131	IPR050589|IPR028440|-|IPR050998|IPR051356|IPR051971|IPR051574|IPR040436	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Actin-binding, Xin repeat|Zinc finger C2H2-type|Integrin beta subunit, cytoplasmic domain|Collagen IV, non-collagenous|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Integrin binding protein, ICAP-1|Uncharacterised protein family UPF0489	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Forkhead box protein P|SOX/SOX-like transcription factors|E3 ubiquitin-protein ligase PDZ domain-containing protein|Zinc finger E-box-binding homeobox|Protein disconnected-like	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
27	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR002110|IPR054069|IPR041562|IPR000225|-|IPR005615|IPR019734|IPR004823	IPR027272|IPR056769|IPR031805|IPR000500|IPR051856|IPR019169|IPR019395|IPR021040	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	Ankyrin repeat|Calpain-3/13-like, C-terminal EF-hand|MCM, AAA-lid domain|Armadillo|-|Glutathione synthase|Tetratricopeptide repeat|TATA box binding protein associated factor (TAF), histone-like fold domain	Piezo family|Piezo, TM1-24|Piezo, TM25-28|Connexin|Cell Surface Receptor and E3 Ligase Protein|Transmembrane protein 26|Transmembrane protein 161A/B|LRRC8, pannexin-like TM region
28	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR000354|IPR009443|IPR048452	IPR049147|IPR000684|IPR025799|IPR008814|IPR050998|IPR026737|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Involucrin repeat|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Forkhead box protein P|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
29	IPR053078|IPR026947|IPR052583|IPR039340|IPR038884|IPR015195|IPR039164|IPR039904	IPR006626|IPR000225|IPR037626|IPR002048|IPR000426|-|IPR011598|IPR024131	IPR049147|IPR000684|IPR025799|IPR026737|IPR050998|IPR008814|IPR026058|IPR008853	IPR049147|IPR000684|IPR025799|IPR050998|IPR008814|IPR026737|IPR026058|IPR008853	Transcription Termination Factor 1-like|Ubinuclein middle domain|ATP-dependent Helicase/E3 Ubiquitin Ligase|Transcription factor Tfc4/TFIIIC-102/Sfc4|Cilia- and flagella-associated protein 61|SLIDE domain|E3 ubiquitin-protein ligase UBR1-like|TPR and ankyrin repeat-containing protein 1	Parallel beta-helix repeat|Armadillo|Nucleoporin Nup37|EF-hand domain|Proteasome alpha-subunit, N-terminal domain|-|Myc-type, basic helix-loop-helix (bHLH) domain|Uncharacterised protein family UPF0489	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Golgin subfamily A member 6-like|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Protein arginine N-methyltransferase|Forkhead box protein P|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Golgin subfamily A member 6-like|LIPIN family|TMEM9/TMEM9B
